Nb_Feuille; Nb_Scan;Threshold;Nb_Particle;Ind;Nb_ech;Organe;Place;Area;Length
F15;27;205;13;PIS33;5;etamine;3;0,062;0,742
F15;27;205;14;PIS33;5;pistile;1;0,039;0,832
F15;27;205;17;PIS33;6;corolle;1;0,996;NA
F15;27;205;20;PIS33;6;sepale;3;0,054;NA
F15;27;205;21;PIS33;6;sepale;4;0,05;NA
F15;27;205;23;PIS33;6;etamine;1;0,075;0,675
F15;27;205;24;PIS33;6;pistile;1;0,037;0,999
F15;27;205;25;PIS33;6;etamine;2;0,074;0,701
F15;27;205;26;PIS33;6;sepale;2;0,053;NA
F15;27;205;27;PIS33;6;sepale;5;0,056;NA
F15;27;205;28;PIS33;6;etamine;3;0,059;0,588
F15;27;205;29;PIS33;6;sepale;1;0,064;NA
F15;27;205;30;PIS33;6;etamine;4;0,077;0,602
F15;27;205;31;PIS33;6;etamine;5;0,058;0,542
F15;27;205;32;PIS33;7;corolle;1;0,979;NA
F15;27;205;33;PIS33;7;sepale;2;0,059;NA
F15;27;205;34;PIS33;7;sepale;5;0,071;NA
F15;27;205;35;PIS33;7;sepale;1;0,039;NA
F15;27;205;36;PIS33;7;sepale;3;0,056;NA
F15;27;205;37;PIS33;7;sepale;4;0,063;NA
F15;27;205;38;PIS33;7;etamine;5;0,074;0,695
F15;27;205;40;PIS33;7;pistile;1;0,034;0,747
F15;27;205;41;PIS33;7;etamine;4;0,084;0,578
F15;27;205;43;PIS33;7;etamine;1;0,088;0,578
F15;27;205;44;PIS33;7;etamine;3;0,074;0,722
F15;27;205;45;PIS33;7;etamine;2;0,077;0,592
F15;27;205;48;PIS33;8;corolle;1;0,795;NA
F15;27;205;50;PIS33;8;sepale;4;0,039;NA
F15;27;205;51;PIS33;8;sepale;1;0,041;NA
F15;27;205;52;PIS33;8;sepale;3;0,045;NA
F15;27;205;53;PIS33;8;sepale;2;0,059;NA
F15;27;205;55;PIS33;8;sepale;5;0,035;NA
F15;27;205;56;PIS33;8;etamine;1;0,075;0,676
F15;27;205;57;PIS33;8;etamine;3;0,074;0,676
F15;27;205;58;PIS33;8;etamine;2;0,075;0,611
F15;27;205;59;PIS33;8;pistile;1;0,031;0,638
F15;27;205;60;PIS33;8;etamine;4;0,066;0,594
F15;27;205;63;PIS33;8;etamine;5;0,054;0,673
F15;27;205;66;PIS33;9;corolle;1;1,101;NA
F15;27;205;68;PIS33;9;etamine;1;0,085;0,733
F15;27;205;69;PIS33;9;etamine;2;0,07;0,645
F15;27;205;70;PIS33;9;sepale;2;0,08;NA
F15;27;205;71;PIS33;9;sepale;1;0,069;NA
F15;27;205;72;PIS33;9;sepale;4;0,059;NA
F15;27;205;73;PIS33;9;sepale;5;0,05;NA
F15;27;205;74;PIS33;9;etamine;4;0,086;0,715
F15;27;205;75;PIS33;9;pistile;1;0,037;0,856
F15;27;205;76;PIS33;9;etamine;3;0,085;0,543
F15;27;205;77;PIS33;9;etamine;5;0,072;0,588
F15;27;205;78;PIS33;9;sepale;3;0,059;NA
F15;27;205;81;PIS33;10;corolle;1;0,703;NA
F15;27;205;83;PIS33;10;pistile;1;0,033;0,942
F15;27;205;85;PIS33;10;etamine;2;0,064;0,671
F15;27;205;86;PIS33;10;etamine;3;0,072;0,649
F15;27;205;88;PIS33;10;etamine;1;0,071;0,598
F15;27;205;90;PIS33;10;etamine;4;0,062;0,531
F15;27;205;91;PIS33;10;etamine;1;0,082;0,576
F15;27;205;92;PIS33;10;sepale;1;0,049;NA
F15;27;205;93;PIS33;10;sepale;4;0,031;NA
F15;27;205;94;PIS33;10;sepale;2;0,034;NA
F15;27;205;95;PIS33;10;sepale;3;0,022;NA
F15;27;205;96;PIS33;10;sepale;5;0,028;NA
F15;27;205;2;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;5;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;16;Rien;NA;NA;NA;0,016;NA
F15;27;205;18;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;19;Rien;NA;NA;NA;0,002;NA
F15;27;205;22;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;39;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;42;Rien;NA;NA;NA;0,002;NA
F15;27;205;46;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;47;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;49;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;54;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;61;Rien;NA;NA;NA;0,001;NA
F15;27;205;62;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;64;Rien;NA;NA;NA;0,004;NA
F15;27;205;65;Rien;NA;NA;NA;0,001;NA
F15;27;205;67;Rien;NA;NA;NA;0,005;NA
F15;27;205;79;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;80;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;82;Rien;NA;NA;NA;5,41E-04;NA
F15;27;205;84;Rien;NA;NA;NA;0,002;NA
F15;27;205;87;Rien;NA;NA;NA;0,001;NA
F15;27;205;89;Rien;NA;NA;NA;0,024;NA
